"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Eþime hediye aldým çok beðendi ve sevindi hýzlý teslimat çok memnun kaldým,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,mükemmel çok beðendim çanta ve flash bellek sürpriz oldu,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Ürün tek kelimeyle harika,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,tavsiye ederim,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Harika bir cihaz çok memnun kaldým,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,ürün harika,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,BAYAAA ÝYÝ,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Tavsiye ederim çok memnunum.,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Harika bir ürün,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,markanýn kalitesini yansýtýyor tavsiye ederim,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Eþime doðum günü hediyesi olarak aldým havalara uçtu. Ürün gerçekten çok güzel ve kaliteli hediye için ayrýca teþekkür ederiz almak isteyen tereddütsüz alabilir,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,ürünü oðluma hediye aldým beðendi teþekkür ederim,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,on numara bilgisayar  ertesi gün geldi paketleme çok iyi,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Fiyat performans olarak çok iyiydi. 1 aydýr kullanýyorum memnunum.,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,sorunsuz elime ulaþtý paketleme güzeldi. windowsu kendiniz kuracaksýnýz gönderdikleri flashtan sürücüler kuruluyor kolayca. size güncellemesi kalýyor. ancak indirime denk gelememiþ olmak braz üzdü :((,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,oðlum için aldýk çok memnunuz ,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Beðendik güzel,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Ürün markasý kalýtesýný anlatyr zaten saglam orjýnal kutusunda sorjnsuz elýme ulastý,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,eþim istiyordu çok araþtýrdý ve buna karar verdik iyiki almýþýz çok memnun kargoda sorunsuzdu çok güzel paketlenmiþti yanýnda hediye çantasý da çok güzel ve kaliteli,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Muazzam bir paketleme ve inanýlmaz hýzlý bir þekilde ulaþtý elimize hediyesi olan çanta geldi fakat Norton 360 gelmedi mesaj atmama raðmen tedarik edilemedi denildi onun dýþanda herþey güzeldi,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,monster kalitesi tartýþýlmaz,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Monster kalitesi,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,indirimden zar zor aldým 18.000 e güzel beðendim,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Monster kalitesi,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Kaliteli bir ürün. Hiçbir sorun yaþamadým. Kargolamasý da gayet iyiydi,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Güzel ürün.Ýyi paketleme.Ýndirimde aldým tavsiye ederim,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Kargo hýzlý ve paketlemesi çok iyi. Bilgisayara zaten söylenecek söz yok. Her þeyiyle mükemmel.,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Tam bir uçak kesinlikle tavsiye ediyorum,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,oðluma doðumgünü hediyesi aldým  bayýldi.çok tesekkurler.,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Ekran oyun için mükemmel tuþ atamalarý belirgin yarým saat içinde klavyeye alýþtým. Bataryasý çýkabiliyor. Hoparlör kalitesi tatmin edici. Çok beðendim. Hediye çantasý birinci kalite.,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Mükemmel bir þey yaa,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,tam bir fiyat performans ürünü. oyunlarda mükemmel akýcýlýk var. fan sesi bir týk fazla ama böyle performans için sorun deðil. Þarj aleti arýzalý onu da en kýsa sürede monster þubesine götüreceðim.,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,teþekkür ederim iyi günler,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Kasým indirimi haftasýnda 17999 liraya aldým iyiki almýþým. memnun kaldým F/P olarak çok iyi bir cihaz.,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Arkadaþlar eminim uzun bir süredir araþtýrma yapýyorsunuzdur acaba hangi modeli almayalým oyunlarda performansý nasýldýr vb. Öncelikle bu bilgisayari almadan önce YouTubeda performans testlerini izlemediðim video kalmadý yanýnda baþka serilere de bakýp karþýlaþtýrýyordum. Bu bilgisayardaki ekran kartýný yeni nesil olduðundan rtx ve oyunlarda dlss desteði olduðundan vs tercih ettim. Açýkçasý Oyun performansý harika. Tabiki Y,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Kardeþim için aldýk þuan için çok memnunuz hýzlý teslimattý bayýldýk,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,ürün gayet güzel. monster kalitesini hissediyorsunuz. cantasi da gayet þýk.,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,mükemmel harika,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Gerçek bir canavar,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,cok iyi kesinlikle tavsiye ederim,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Ürün gayet kalite performans ürünü,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,ürün tam bir performans cihazý çok memnunuz çocuklarým rahatlýkla kullanýp oyun oynuyorlar,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Çok iyi bir ürün hayran kaldým çok güçlü,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,süper urun,5
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,memnunum aldýðýma,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,windows kurulu deðil. kendim yükledim. bilgisayardan memnunum,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,ürünü teslim aldým monster güzelce paketleyip satýyor zaten fakat Trendyol biraz özensiz kargo yapmýþ. Ýndirimdeyken aldým ben bakalým umarým yüzümüzü kara çýkarmaz fiyat performans ürünü,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,3 günde elime ulaþtý indirimdeyken aldm memnunum.,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,2 gündür kullanýyorum sorunsuz geldi ancak yorumlarda yazýldýðý gibi Nortona dair herhangi bir þey yok. Bilgisayar da þimdilik düzgün çalýþýyor. Vaad ettiði performansý gosteriyor oyunlarda falan.,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Güzel baþarýlý þarjý erken bitiyor,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Ürün elime ulaþtýktan sonra indirime girmesi beni 500 lira zarara uðrattý üstüne ben ek olarak ssd aldým 1500 lira da ordan gitti crucial m2 ssd olduðunu düþüyordum içinden baþka marka bir ssd çýktý ses performansý eski bilgisayarýmdan kötü o beni üzdü açýkçasý beþ gündür bende iþ yoðunluðundan dolayý çok kullanamadým ilerki süreçlerde yorumumu güncellerim,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,ürün güzel kullanýþlý yorumlara bakarak aldým ama flash bellek yanýnda görmedim tþk ederim,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Oyun oynarken çok ýsýnýyor ve bazen sesler boðuk geliyor bunun dýþýnda harika bir bilgisayar.,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Monster için çoðu þey güzel fakat ekran tepki süreleri ms deðerleri çok yüksek. Bunun ms deðeri 25 olarak veriliyor. Oyuncu bilgisayarý için çok kötü bir deger.,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,9 günde elime ulaþtý. Freedos olmasý evet biraz uðraþtýrýyor. Lisanslý windows yükletmenizi tavsiye ederim çünkü cracklediðinizde bir takým sorunlar çýkabiliyor. Yazýlýmda hata olduðu için tuþumun çalýþmadýðýný düþünmüþtüm fakat sorun windowstaymýþ. Onun dýþýnda bilgisayarýn ses kalitesi görüntü kalitesi çok güzel. Oldukça yeterli seviyede. Oyun oynamak için deðil de autocad 3dmax ve sketchup gibi programlarý kullanmak için a,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,detaylý kullanýma baþlamadým fakat özellikleri gayet güzel orijinal sitesinden ucuz güzel ve hýzlý kargo ömür boyu bakým garantisi. fena deðil bu fiyata,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,tam bir fiyat performans ürünüdür. tek sorunu fazla ýsýnýyor adaptör de çok ýsýnýyor. laptopun altýna da bir sogutucunuz varsa on numara olur. ekranýn büyük olmasý benim için ayrý avantaj kodlama yaparken ekraný ikiye bölüp kullanabiliyorum. yazýlýmcý arkadaþlara da öneririm þarjda kullanacaksanýz tabi ki :),4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,ürün iyide freedos almayýn derim,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Rtx ekran kartý olmasýna raðmen vrami 4 GB olarak biraz düþük kalýyor. Bu tarz yeni bir ekran kartýnda en az 6gb ekran kartý olmasý gerekiyor kanýmca. 1 2 sene içerisinde vram kapasitesi oyun için kullanan arkadaþlara yetmeyecektir. Onun dýþýnda ekran kalitesi gayet güzel ve yeterli. 16gb Ram iþinizi görecektir. Cihazda ben 1 ay içerisinde ýsýnma problemi yaþamadým fakat fanlarý oyun oynarken çok fazla ses çýkarýyor bunun içi,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Ürün gayet güzel. Fiyatýna göre gerçekten hakkýný veren bir dizüstü. Ben aldýktan sonra bazý testler yaptým. Testlerin içinde overclock da vardý ancak Overclock programýmýn kalitesizliði yüzünden direk mavi ekran yedim. Overclock yapmak isterseniz güzel bir program bulmanýz gerekebilir. Onun dýþýnda 3 günlük kullanýmda gözüme çarpan ýsý oldu. Oyunlarda en az 86 derece ekran kartý sýcaklýðý oluyor. Soðutma sistemi güzel ancak ç,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,2 ay önce 15800 e aldým gayet iyi fiyat performans ürünü çok üst düzel bi laptop deðil ama oynayamadýðýnýz oyun yok tek bi sorunu var rtx3050ti 4 GB bi ekran kartý olduðu için bazý oyunlarý 2k ayarda oynarken darboðaza giriyor bellek yetmediðinden dolayý Ama çok sorun deðil,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,sýrayla gideyim. 1. ürün fena deðil fiyatýna göre. 2. hoparlör kötü. ben xiaomi mi notebook pro kullaniodum. harika sesi vardi. bu da idare eder diyeyim 3.isinma oluyor ama normal. islemci 95 derecenin altindaysa sorun yok bende max 80-85 arasi oldu. ekran karti 80i gormedi bile. fan sesleride kulaklikla oynadigim icin duyulmuyor. ancaq harici bi klavye kullanmayacaksanizsa 100% fan calismasinda kasa biraz titriyor. 4. perform,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,ürün 2-3 gün önce elime ulaþtý normalde oyun için almadým fakat bir performans testi için valorant indirdim ve aþýrý kasýyor hareket bile edilmiyor? youtubeta performans videolarýný vs ayarlarýný izleyip yapmama raðmen deðiþmedi önerisi olan var mý yoksa iade edeceðim,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Ürün iki günde elimize ulaþtý. Fakat ilk açýlýþta ölü piksel çýktý. Servise 09.09.2022 itibariyle geri gönderdim. hala haber bekliyoruz. 16.09.2022 tarihi itibariyle ölü piksel çýkan bilgisayar firma tarafindan yenisi ile deðiþtirildi.,4
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,ürünü aldým biraz hayal kýrýklýðýna uðradým klavye o kasaya hiç olmamýþ çok küçük ve nedense eski Abra A5 kullanýcýsý olmama raðmen A7 serisi i5 iþlemcili olanlarýn daha çabuk ýsýnýyor ve ara sýra droplaniyor.,3
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,þarjý çok hýzlý bitmesi dýþýnda güzel bir bilgisayar sadece þarjda oynarken ýsýnýyor daha zorlamadim oyun performansýnda ýsýnma problemini þarj hariç beðendim laptopu,3
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Kasým 2021 tarihinde satýn aldým ortalama bu zamana 250 saat CS oynadým 1-2 dizi izledim bilgisayarýn özellikleri çok iyi olmasýna raðmen donma kasýlma ekranda yýrtýlma oluyor neyi denediysem çözüm bulamadým ve soðutucu üstünde çalýþtýrmama raðmen ýsýnýyor. genel olarak oyun için iyi deðil.,3
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Bilgisayarla ilgili sýkýntým yok ama yanýnda gönderilecek olan norton virüs programý gelmedi sorunum giderilirse sevinirim,3
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Bu laptopu almak isteyip kimsenin yazmadýðý detaylarý yazacaðým hevesiniz kursaðýnýzda kalmasýn istiyorsanýz okumayýn 1- içinde bulunan Ekran kartý rtx 3050ti ama içinde sadece 4 gb ram bulunuyor yani asla geleceðe dönük deðil hatta þuanki oyunlarý bile ultrada max 40-50 fpste oynatýr yeni çýkacaklarý düþünün. 2-þarjý çok çabuk bitiyor %60 þarj : 60 dakika yani evet hiçbir þey yapmasanýz bile 60 dakikada %60 þarj gidiyor (o,2
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,Gayet güzel servis sýkýntýsý var. Sadece Ýstanbul'da sanýrým Bilgisayar gelecek tekrar kargo yapacaksýn servisine tekrar geri gelecek büyük sýkýntý.,2
"Monster Abra A7 V13.2.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Rtx3050ti Freedos 17.3"" Fhd 144hz ABRA A7 V13.2.3",MONSTER,A serisi olduðu için olabilir emin deðilim çok parmak izi býrakýyor ve kasasý biraz ucuz materyalden yapýlmýþ pili çok dayanmýyor ve oyuna girince fanlar soðutmak için biraz gürültülü çalýþýyor ben geçen ay 12bin liraya aldým þuan kurdan dolayý artmýþ olabilir fiyat performans olarak iyi ayrýca verdikleri hizmetler de iyi tavsiye ederim.,2
